,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_per_Year,Log_MonthlyIncome,Log_DailyRate,Norm_Age,Norm_MonthlyRate,Poly_0,Poly_1,Poly_2,Poly_3,Poly_4
84,34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,8650.0,8.372398606513004,7.050989447068045,0.380952380952381,0.6280666532824734,3.0,15.0,9.0,45.0,225.0
85,56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,12445.714285714286,8.890272839380247,7.244941546337007,0.9047619047619047,0.7871511744629592,3.0,11.0,9.0,33.0,121.0
86,23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,27864.0,7.750614732770409,6.295266001439646,0.11904761904761901,0.2980927524593455,3.0,13.0,9.0,39.0,169.0
87,51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,4980.0,7.638198244285779,6.07073772800249,0.7857142857142856,0.66777755470789,4.0,23.0,16.0,92.0,529.0
88,30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,4152.0,8.331586243630754,5.666426688112432,0.28571428571428564,0.5515358361774744,3.0,19.0,9.0,57.0,361.0
89,46,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,118,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7,11542.8,9.171599543659752,6.507277712385012,0.6666666666666665,0.4618349728970086,3.0,16.0,9.0,48.0,256.0
90,40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,7045.04347826087,9.510741216835738,6.274762021241939,0.5238095238095237,0.48267416181489664,4.0,22.0,16.0,88.0,484.0
91,51,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,5935.636363636364,8.601901919343192,6.450470422144176,0.7857142857142856,0.2541256775747842,4.0,22.0,16.0,88.0,484.0
92,30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,5209.0,8.558335134747413,7.19668657083435,0.28571428571428564,0.7093354748042562,3.0,12.0,9.0,36.0,144.0
93,46,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,11643.272727272728,9.27556615689389,6.459904454377535,0.6666666666666665,0.04207990363380848,3.0,13.0,9.0,39.0,169.0
94,32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,5010.0,8.519390774959724,6.9975959829819265,0.3333333333333333,0.8916683396908252,3.0,16.0,9.0,48.0,256.0
95,54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3,32517.6,9.514141826307847,7.1049654482698426,0.857142857142857,0.8796225657498494,3.0,12.0,9.0,36.0,144.0
96,24,No,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2,14997.0,8.517193191416238,7.21081845347222,0.14285714285714285,0.6193535434651677,4.0,21.0,16.0,84.0,441.0
97,28,No,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,8442.0,8.348064228408266,4.795790545596741,0.23809523809523808,0.2717928126882152,3.0,15.0,9.0,45.0,225.0
98,58,No,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,4380.631578947368,9.537699784080726,6.52649485957079,0.9523809523809523,0.8960048183095763,3.0,13.0,9.0,39.0,169.0
99,44,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,6126.0,7.622174594817622,6.194405391104672,0.6190476190476188,0.9214615539048384,3.0,12.0,9.0,36.0,144.0
100,37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2,6219.0,7.637234388789473,6.694562058521095,0.4523809523809524,0.8654487050793014,4.0,22.0,16.0,88.0,484.0
101,32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,17736.0,7.9919305198524775,6.71901315438526,0.3333333333333333,0.5253563541457539,3.0,13.0,9.0,39.0,169.0
102,20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,17556.0,7.9817332866918855,6.77078942390898,0.047619047619047616,0.710258984139731,3.0,18.0,9.0,54.0,324.0
103,34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,3394.5882352941176,8.478452363099807,6.501289670540389,0.380952380952381,0.41710499899618547,3.0,14.0,9.0,42.0,196.0
104,37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,30978.0,8.549466751966532,6.947937068614969,0.4523809523809524,0.5523388877735395,3.0,14.0,9.0,42.0,196.0
105,59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,56532.0,9.844002905701236,7.259116128097101,0.976190476190476,0.7961453523388877,4.0,21.0,16.0,84.0,441.0
106,50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7,24229.333333333332,9.807692255081262,7.017506142941256,0.7619047619047619,0.30760891387271627,3.0,19.0,9.0,57.0,361.0
107,25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,9846.857142857143,8.656085190282855,5.484796933490655,0.16666666666666669,0.9983938968078699,3.0,11.0,9.0,33.0,121.0
108,25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,11556.0,7.969011781106478,7.155396301896734,0.16666666666666669,0.9959044368600681,3.0,11.0,9.0,33.0,121.0
109,22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0,34452.0,7.962763930168115,6.282266746896006,0.09523809523809518,0.8709496085123469,3.0,15.0,9.0,45.0,225.0
110,51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8,6414.857142857143,8.920656296853728,7.284134806195205,0.7857142857142856,0.9516964464966874,4.0,20.0,16.0,80.0,400.0
111,34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,7288.8,8.711937268208748,6.490723534502507,0.380952380952381,0.8348925918490263,4.0,24.0,16.0,96.0,576.0
112,54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,34656.0,9.760136677640245,4.962844630259907,0.857142857142857,0.47287693234290307,3.0,12.0,9.0,36.0,144.0
113,24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,5548.0,7.928406026180535,7.028201432058005,0.14285714285714285,0.4482232483437061,3.0,12.0,9.0,36.0,144.0
114,34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,27030.0,8.41316512099219,6.939253946041508,0.380952380952381,0.518209194940775,3.0,15.0,9.0,45.0,225.0
115,37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,14856.0,8.913146539151807,7.081708586105575,0.4523809523809524,0.4983738205179683,3.0,12.0,9.0,36.0,144.0
116,34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,11631.0,9.3615151997733,7.2115567333138015,0.380952380952381,0.14137723348725156,3.0,12.0,9.0,36.0,144.0
117,36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,11685.6,9.1838937219612,7.291656209174461,0.42857142857142855,0.8375025095362377,3.0,14.0,9.0,42.0,196.0
118,36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,17010.0,7.950149887652018,6.827629234502852,0.42857142857142855,0.018751254768118855,4.0,22.0,16.0,88.0,484.0
119,43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,7827.2307692307695,9.738612909345894,5.978885764901122,0.5952380952380951,0.6986548885765911,3.0,12.0,9.0,36.0,144.0
120,30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9,2850.5454545454545,7.868636894184167,7.180069874302796,0.28571428571428564,0.8117245533025497,4.0,25.0,16.0,100.0,625.0
121,33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,9219.0,8.72371943690701,6.621405651764134,0.35714285714285715,0.537482433246336,3.0,13.0,9.0,39.0,169.0
122,56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,9926.0,8.509967146324497,6.091309882077698,0.9047619047619047,0.09700863280465769,3.0,18.0,9.0,54.0,324.0
123,51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,11164.0,9.880116566212887,6.529418838262226,0.7857142857142856,0.17538646858060628,3.0,13.0,9.0,39.0,169.0
124,31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,9258.0,8.727940222393896,5.521460917862246,0.3095238095238095,0.7486448504316402,3.0,18.0,9.0,54.0,324.0
125,26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,4736.0,7.7702232041587855,6.7357800142423265,0.19047619047619052,0.8514756073077695,3.0,19.0,9.0,57.0,361.0
126,58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,3018.1463414634145,9.24116051431607,4.997212273764115,0.9523809523809523,0.05504918691025898,3.0,12.0,9.0,36.0,144.0
127,19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,20100.0,7.424165281042028,6.270988431858299,0.02380952380952378,0.9928126882152178,3.0,19.0,9.0,57.0,361.0
128,22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,10092.0,7.8336002236611035,6.38856140554563,0.09523809523809518,0.6908251355149568,3.0,14.0,9.0,42.0,196.0
129,49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,4925.25,8.789964651132264,6.154858094016418,0.7380952380952379,0.1387271632202369,3.0,14.0,9.0,42.0,196.0
130,43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,14217.0,8.463792414689122,6.86484777797086,0.5952380952380951,0.56197550692632,3.0,12.0,9.0,36.0,144.0
131,50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,36832.0,9.127936545721367,6.697034247666484,0.7619047619047619,0.18273439068460148,3.0,11.0,9.0,33.0,121.0
132,31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,18236.0,8.425077902508432,6.297109319933935,0.3095238095238095,0.911222646055009,3.0,11.0,9.0,33.0,121.0
133,41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,9826.8,9.010669176847115,6.688354713946762,0.5476190476190477,0.7669945794017266,3.0,13.0,9.0,39.0,169.0
134,26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,3922.6666666666665,7.987184748233473,7.212294468500341,0.19047619047619052,0.27392089941778763,4.0,23.0,16.0,92.0,529.0
135,36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,14823.0,8.505525386548555,5.37989735354046,0.42857142857142855,0.029110620357357966,4.0,20.0,16.0,80.0,400.0
136,51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,25560.0,9.273409063443166,7.048386408721883,0.7857142857142856,0.9257578799437863,3.0,15.0,9.0,45.0,225.0
137,39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,4426.5,8.683215975240689,7.1929342212158,0.49999999999999994,0.5017466372214415,3.0,14.0,9.0,42.0,196.0
138,25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,34556.0,9.064157861798101,6.866933284461882,0.16666666666666669,0.9131098173057619,3.0,18.0,9.0,54.0,324.0
139,30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,6347.0,8.7558950816463,7.123672785204607,0.28571428571428564,0.4773338687010641,3.0,19.0,9.0,57.0,361.0
140,32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,8400.0,8.343077871169383,6.9411900550683745,0.3333333333333333,0.3264404738004416,4.0,22.0,16.0,88.0,484.0
141,45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,5917.714285714285,8.146998697389993,7.183111701743281,0.6428571428571428,0.30748845613330655,3.0,13.0,9.0,39.0,169.0
142,38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,12951.0,8.370547611074752,5.8998973535824915,0.4761904761904761,0.008351736599076495,4.0,20.0,16.0,80.0,400.0
143,30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,5264.0,7.87587915949631,6.0844994130751715,0.28571428571428564,0.8759686809877535,3.0,14.0,9.0,42.0,196.0
144,32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,6224.0,8.448700194970938,6.536691597591305,0.3333333333333333,0.8318811483637824,3.0,17.0,9.0,51.0,289.0
145,30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,9612.0,8.07246736935477,5.308267697401205,0.28571428571428564,0.33410961654286286,3.0,14.0,9.0,42.0,196.0
146,30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,5440.0,7.908754738783246,7.2640301428995295,0.28571428571428564,0.3641035936558924,3.0,13.0,9.0,39.0,169.0
147,41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,25771.5,9.751617603198001,6.754604099487962,0.5476190476190477,0.43340694639630595,3.0,13.0,9.0,39.0,169.0
148,41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,4476.0,7.713784616598755,6.839476438228843,0.5476190476190477,0.19542260590242924,4.0,21.0,16.0,84.0,441.0
149,19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,8898.0,7.302496423727326,7.074963197966044,0.02380952380952378,0.562457337883959,3.0,14.0,9.0,42.0,196.0
150,40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,3202.8571428571427,8.631592731724734,7.241366283322318,0.5238095238095237,0.2573780365388476,3.0,11.0,9.0,33.0,121.0
151,35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,7958.181818181818,8.895081531754167,6.4967749901858625,0.4047619047619047,0.3752258582613933,3.0,13.0,9.0,39.0,169.0
152,53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,3459.0,7.7437032581737535,7.270312886079025,0.8333333333333333,0.5602489459947801,4.0,20.0,16.0,80.0,400.0
153,45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,1565.3333333333333,7.761744984658913,5.272999558563747,0.6428571428571428,0.35362377032724346,3.0,18.0,9.0,54.0,324.0
154,32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,10797.6,9.104868739033948,6.875232087276577,0.3333333333333333,0.5418590644448906,3.0,14.0,9.0,42.0,196.0
155,29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,4711.636363636364,8.371010681238156,7.311218384419629,0.2619047619047619,0.9712507528608713,3.0,13.0,9.0,39.0,169.0
156,51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,36792.0,8.721439305625983,7.064759027791802,0.7857142857142856,0.47737402128086726,3.0,17.0,9.0,51.0,289.0
157,58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,20076.0,8.115819701211327,7.044032897274685,0.9523809523809523,0.39265207789600476,4.0,20.0,16.0,80.0,400.0
158,40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,10020.0,9.292473201514705,6.447305862541213,0.5238095238095237,0.25930536036940377,3.0,11.0,9.0,33.0,121.0
159,34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,5354.4,7.710653323501202,5.717027701406222,0.380952380952381,0.37020678578598676,3.0,18.0,9.0,54.0,324.0
160,22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,9292.0,7.751045117971802,7.136483208590247,0.09523809523809518,0.3974302348925919,4.0,24.0,16.0,96.0,576.0
161,27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,8096.0,7.613324979540639,6.539585955617669,0.21428571428571425,0.15563139931740613,3.0,18.0,9.0,54.0,324.0
162,28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,5426.0,7.906178840394815,6.089044875446846,0.23809523809523808,0.18381851033928928,3.0,11.0,9.0,33.0,121.0
163,57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,18878.0,9.152711259139547,5.814130531825066,0.9285714285714284,0.8555711704477013,3.0,16.0,9.0,48.0,256.0
164,27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1,15396.0,7.8504931808711405,7.280008252884188,0.21428571428571425,0.9328247339891588,3.0,15.0,9.0,45.0,225.0
165,50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4,39852.0,9.899830875032585,7.2813856635702825,0.7619047619047619,0.6006424412768521,3.0,15.0,9.0,45.0,225.0
166,41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,2941.2,7.804659297056102,6.144185634125646,0.5476190476190477,0.10098373820517967,3.0,12.0,9.0,36.0,144.0
167,30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4,10275.272727272728,9.150590367570409,7.200424892944957,0.28571428571428564,0.23926922304758078,3.0,12.0,9.0,36.0,144.0
